ClbWaveGap	ClbWavePhase	ClbPhaseMode	ClbWaveTaper	ClbWaveTemperature	ClbXpos	ClbZpos	ClbUndCenter	ClbWaveBx	ClbDeltaBx	ClbWaveBz	ClbDeltaBz	ClbPhaseError	ClbPeaksBxTaper	ClbPeaksBzTaper	ClbWaveIx	ClbWaveIz	ClbWaveI2x	ClbWaveI2z	ClbFundEng	ClbLambdaL	ClbWaveMultiVDip	ClbWaveVQuad	ClbWaveVSex	ClbWaveVOct	ClbWaveMultiHDip	ClbWaveHQuad	ClbWaveHSex	ClbWaveHOct	ClbWaveCoilI1	ClbWaveCoilI2	ClbWaveCoilI3	ClbWaveCoilI4	ClbOutFileInt	ClbOutFileFld	ClbPhaseIntegral
200.00	5	0	0.000	23	5	0	0.845265	0.015786	0.0760	0.569818	0.0111	3.03	-4.52	2.14	-0.084	-0.131	0.400	-0.050	2302.749	5.3791e-10	-12.61	-14.96	2.03	35	-8.12	80.44	42.84	-6.7e+02	-0.1815	-1.6350	1.7346	1.0700	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1152.571
200.00	6	0	0.000	23	5	0	0.844942	0.016897	0.0710	0.503075	0.0109	2.54	-5.04	-0.76	-0.076	-0.121	0.407	-0.104	2524.713	4.9066e-10	-11.67	-15.00	7.43	31	-7.41	82.03	41.70	-6.7e+02	-0.0483	-1.8557	1.4746	1.3241	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	905.478
200.00	7	0	0.000	23	5	0	0.844682	0.018036	0.0662	0.430520	0.0116	2.31	-5.49	-2.11	-0.070	-0.109	0.414	-0.059	2791.759	4.4386e-10	-10.65	-17.84	2.05	58	-6.87	78.80	36.02	-6.5e+02	-0.3119	-1.6632	1.6089	1.1932	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	660.677
200.00	8	0	0.000	23	5	0	0.844536	0.019150	0.0617	0.351392	0.0142	2.02	-5.60	3.33	-0.092	-0.096	0.421	-0.081	3085.334	4.0170e-10	-9.45	-17.76	-1.57	42	-8.88	80.24	36.66	-6.7e+02	-0.2329	-1.6514	1.5502	1.4197	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	439.927
200.00	9	0	0.000	23	5	0	0.850114	0.020180	0.0577	0.268152	0.0235	1.93	-6.41	-0.17	-0.120	-0.085	0.430	-0.055	3371.017	3.6767e-10	-8.14	-17.64	0.02	49	-11.78	77.21	37.44	-6.5e+02	-0.3259	-1.4497	1.7183	1.4673	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	261.245
200.00	10	0	0.000	23	5	0	0.839673	0.020751	0.0547	0.191936	0.0501	2.30	-4.37	3.29	-0.111	-0.108	0.426	-0.063	3593.670	3.4476e-10	-10.60	-18.04	-2.47	38	-10.75	73.78	39.80	-6.6e+02	-0.2138	-1.5904	1.7423	1.3679	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	140.488
200.00	11	0	0.000	23	5	0	0.846672	0.017767	0.0652	0.149028	0.0771	2.57	-2.12	-20.23	-0.151	-0.109	0.389	-0.031	3700.097	3.3505e-10	-10.69	-19.66	-0.37	51	-14.91	71.17	40.24	-6.6e+02	-0.1123	-1.2471	1.8889	1.2476	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	88.594
200.00	0	0	0.000	23	0	0	0.847271	0.006837	0.1279	0.711199	0.0079	2.70	-1.97	-3.46	-0.000	-0.177	0.087	-0.002	1873.775	6.6150e-10	-17.34	17.34	13.09	-1.7e+02	0.04	-83.64	-177.79	6.9e+02	0.4765	-0.9739	0.9632	-0.4600	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1797.311
200.00	1	0	0.000	23	0	0	0.846858	0.008517	0.1028	0.708841	0.0125	2.75	-2.54	-10.50	0.031	-0.193	0.089	0.004	1875.151	6.6098e-10	-18.79	19.43	20.26	-1.6e+02	3.00	-83.21	-186.99	7e+02	0.4225	-1.1159	0.9646	-0.6347	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1794.781
200.00	2	0	0.000	23	0	0	0.846445	0.010113	0.0865	0.699336	0.0124	2.97	-2.85	4.28	0.013	-0.168	0.093	-0.004	1916.194	6.4683e-10	-16.33	16.88	17.84	-1.6e+02	1.27	-81.59	-184.50	6.8e+02	0.3879	-1.0046	0.8914	-0.4337	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1721.021
200.00	3	0	0.000	23	0	0	0.846042	0.011357	0.0768	0.665957	0.0117	3.09	-3.43	-8.60	0.036	-0.149	0.091	-0.021	1998.480	6.2019e-10	-14.30	17.54	24.83	-1.5e+02	3.54	-83.74	-183.78	7.1e+02	0.3180	-1.0576	0.6815	-0.3651	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1582.201
200.00	4	0	0.000	23	0	0	0.845654	0.012480	0.0699	0.627799	0.0118	3.14	-4.20	-17.26	0.048	-0.163	0.097	-0.032	2124.599	5.8335e-10	-15.75	19.70	19.52	-1.7e+02	4.74	-80.58	-181.83	6.9e+02	0.3722	-1.2107	0.6729	-0.3962	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1390.112
200.00	5	0	0.000	23	0	0	0.845285	0.013237	0.0653	0.572356	0.0109	2.85	-4.22	0.75	0.037	-0.132	0.100	-0.062	2298.390	5.3932e-10	-12.60	17.18	19.56	-1.5e+02	3.60	-78.56	-188.98	6.8e+02	0.3841	-1.1774	0.4667	-0.1072	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1160.074
200.00	6	0	0.000	23	0	0	0.844957	0.013661	0.0629	0.504772	0.0105	2.50	-4.49	-3.89	0.037	-0.120	0.103	-0.049	2522.991	4.9147e-10	-11.40	18.86	20.09	-1.8e+02	3.76	-79.85	-185.82	6.9e+02	0.2749	-1.0882	0.4787	-0.1012	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	909.856
200.00	7	0	0.000	23	0	0	0.844692	0.013802	0.0618	0.431501	0.0113	2.36	-4.61	-6.01	0.047	-0.107	0.111	-0.062	2792.732	4.4411e-10	-10.17	17.37	16.72	-1.5e+02	4.54	-79.45	-185.00	6.9e+02	0.2215	-1.1372	0.3696	-0.0031	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	662.133
200.00	8	0	0.000	23	0	0	0.850038	0.013449	0.0627	0.351398	0.0135	2.33	-5.03	-1.54	0.026	-0.091	0.118	-0.056	3091.294	4.0137e-10	-8.59	16.23	17.31	-1.6e+02	2.48	-80.81	-181.54	7e+02	0.1729	-1.0083	0.4142	0.1172	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	438.294
200.00	9	0	0.000	23	0	0	0.850108	0.012251	0.0677	0.267370	0.0238	2.63	-4.53	-4.41	0.009	-0.078	0.127	-0.065	3381.271	3.6696e-10	-7.54	17.85	18.00	-1.7e+02	0.77	-82.67	-184.25	6.9e+02	0.1795	-0.9692	0.3950	0.2843	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	257.696
200.00	10	0	0.000	23	0	0	0.839665	0.009357	0.0890	0.190032	0.0508	3.20	-2.59	-1.23	0.033	-0.103	0.128	-0.055	3607.102	3.4384e-10	-9.83	17.77	16.48	-1.7e+02	3.24	-83.57	-183.38	6.8e+02	0.1672	-1.0995	0.4744	0.0739	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	135.720
200.00	11	0	0.000	23	0	0	0.846697	0.002673	0.3270	0.146166	0.0804	3.72	0.19	-25.16	0.015	-0.095	0.095	-0.048	3713.776	3.3407e-10	-9.06	14.14	17.75	-1.5e+02	1.36	-88.03	-193.53	6.9e+02	0.2575	-0.8937	0.4239	0.0331	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	83.475
200.00	0	0	0.000	23	-5	0	0.847325	0.005622	0.1719	0.707433	0.0078	3.00	1.36	-2.28	-0.184	-0.159	0.026	-0.102	1885.832	6.5728e-10	-15.99	-1.80	-52.75	57	-16.12	8.59	265.24	50	1.5182	-0.5857	0.8579	0.3763	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1774.521
200.00	1	0	0.000	23	-5	0	0.846914	0.007278	0.1332	0.703714	0.0123	3.11	0.46	-10.28	-0.167	-0.175	0.026	-0.076	1887.722	6.5662e-10	-17.54	-3.16	-55.85	84	-14.43	10.09	267.25	53	1.4292	-0.5950	0.9756	0.1578	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1771.287
200.00	2	0	0.000	23	-5	0	0.846503	0.008761	0.1112	0.695500	0.0124	3.45	-0.04	-10.39	-0.175	-0.144	0.028	-0.172	1928.550	6.4258e-10	-14.67	-2.35	-55.26	70	-15.50	9.06	259.98	55	1.7036	-0.8364	0.4976	0.6951	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1698.108
200.00	3	0	0.000	23	-5	0	0.846102	0.009781	0.0995	0.661458	0.0114	3.66	-0.53	-10.10	-0.160	-0.118	0.028	-0.103	2011.594	6.1617e-10	-12.05	-3.93	-60.70	89	-13.74	10.12	265.55	60	1.2799	-0.5030	0.6210	0.4821	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1560.609
200.00	4	0	0.000	23	-5	0	0.845718	0.010529	0.0927	0.622221	0.0116	3.93	-1.21	-18.90	-0.149	-0.138	0.033	-0.172	2137.305	5.7982e-10	-13.96	-4.62	-57.58	87	-12.80	11.36	258.86	58	1.5832	-0.8956	0.4107	0.6585	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1371.051
200.00	5	0	0.000	23	-5	0	0.845352	0.010829	0.0900	0.569243	0.0109	3.55	-1.33	-1.84	-0.168	-0.109	0.036	-0.138	2311.040	5.3639e-10	-11.03	-3.66	-52.95	85	-14.65	8.42	262.03	90	1.3810	-0.5972	0.4936	0.7045	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1144.210
200.00	6	0	0.000	23	-5	0	0.845027	0.010531	0.0921	0.501095	0.0103	3.43	-1.65	-6.83	-0.173	-0.091	0.043	-0.200	2533.922	4.8925e-10	-9.34	-2.96	-59.00	66	-15.16	13.70	264.37	59	1.5472	-0.7780	0.2070	1.0607	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	897.826
200.00	7	0	0.000	23	-5	0	0.844768	0.009641	0.1003	0.427721	0.0112	3.16	-1.77	-9.32	-0.162	-0.085	0.049	-0.152	2802.161	4.4261e-10	-8.61	-5.50	-54.14	1.1e+02	-14.04	12.63	260.02	68	1.2856	-0.6152	0.3579	0.8761	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	653.928
200.00	8	0	0.000	23	-5	0	0.844622	0.007798	0.1235	0.348436	0.0143	3.31	-1.59	-9.97	-0.179	-0.068	0.058	-0.204	3096.338	4.0059e-10	-6.90	-1.16	-62.70	86	-15.60	11.90	262.12	62	1.4494	-0.7275	0.1621	1.2282	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	434.010
200.00	9	0	0.000	23	-5	0	0.850202	0.004344	0.2224	0.265456	0.0243	3.24	-1.89	-11.29	-0.187	-0.062	0.066	-0.153	3383.338	3.6678e-10	-6.06	-2.41	-59.54	84	-16.48	9.64	267.43	52	1.2187	-0.4998	0.3815	1.0980	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	256.687
200.00	10	0	0.000	23	-5	0	0.839767	0.002033	0.4894	0.190473	0.0507	3.46	0.26	-6.43	-0.151	-0.083	0.067	-0.176	3603.910	3.4413e-10	-8.32	-2.70	-54.74	75	-12.80	6.06	266.68	62	1.2858	-0.7847	0.2771	0.9975	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	137.080
200.00	11	0	0.000	23	-5	0	0.846788	0.012126	0.0850	0.147521	0.0786	4.00	-1.84	-30.58	-0.163	-0.069	0.035	-0.155	3706.603	3.3466e-10	-7.03	-1.30	-59.02	76	-13.98	2.28	274.43	72	1.2756	-0.5177	0.2503	0.9170	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	86.563
200.00	0	0	0.000	23	12	0	0.847245	0.010758	0.2567	0.633344	0.0095	11.49	3.49	4.66	-0.350	-0.308	1.167	-0.151	2077.901	5.9314e-10	-31.85	5.66	434.24	1.2e+03	-27.68	150.71	276.63	-1.9e+03	-0.4913	-4.1834	5.0478	3.7514	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1447.349
200.00	1	0	0.000	23	12	0	0.846808	0.013873	0.1977	0.628929	0.0137	11.82	2.00	5.74	-0.330	-0.302	1.175	-0.143	2087.666	5.9027e-10	-31.59	1.95	426.25	1.2e+03	-25.48	147.31	295.94	-1.9e+03	-0.6258	-4.2114	5.0166	3.7078	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1432.412
200.00	2	0	0.000	23	12	0	0.846368	0.017436	0.1563	0.615188	0.0133	12.00	1.83	15.74	-0.335	-0.296	1.178	-0.163	2135.912	5.7686e-10	-31.02	2.31	429.35	1.2e+03	-26.16	149.18	283.51	-1.9e+03	-0.5642	-4.2629	4.9401	3.8337	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1362.313
200.00	3	0	0.000	23	12	0	0.84594	0.021241	0.1268	0.583506	0.0132	12.60	0.84	6.65	-0.299	-0.275	1.185	-0.161	2223.480	5.5398e-10	-29.00	4.13	433.10	1.2e+03	-22.64	147.36	256.20	-1.9e+03	-0.7808	-4.2961	4.7771	3.8263	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1242.726
200.00	4	0	0.000	23	12	0	0.845522	0.025770	0.1038	0.547941	0.0134	13.06	-0.22	6.67	-0.286	-0.299	1.190	-0.207	2350.805	5.2366e-10	-31.05	2.73	431.09	1.1e+03	-21.26	153.47	272.00	-1.9e+03	-0.5586	-4.6243	4.6685	3.8890	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1084.391
200.00	5	0	0.000	23	12	0	0.845123	0.030378	0.0874	0.491072	0.0123	13.87	-1.13	13.70	-0.277	-0.269	1.198	-0.135	2521.058	4.8834e-10	-28.18	3.85	434.83	1.2e+03	-20.52	149.97	260.09	-1.9e+03	-1.0119	-4.2668	4.8280	3.7165	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	899.494
200.00	6	0	0.000	23	12	0	0.844756	0.036055	0.0732	0.429454	0.0126	14.10	-3.40	11.44	-0.267	-0.270	1.197	-0.176	2730.044	4.5079e-10	-28.27	-1.25	425.10	1.1e+03	-19.37	155.19	263.93	-1.9e+03	-0.8760	-4.4581	4.6352	3.8422	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	702.804
200.00	7	0	0.000	23	12	0	0.844445	0.043185	0.0629	0.360401	0.0134	14.81	-4.80	21.18	-0.272	-0.258	1.205	-0.163	2969.213	4.1442e-10	-27.13	-1.00	419.03	1.2e+03	-20.14	153.04	270.00	-1.9e+03	-0.9816	-4.3686	4.6755	3.8803	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	512.232
200.00	8	0	0.000	23	12	0	0.849744	0.052312	0.0549	0.281726	0.0164	15.04	-9.91	18.68	-0.300	-0.250	1.209	-0.145	3217.427	3.8231e-10	-26.50	0.34	426.64	1.2e+03	-22.91	153.58	278.75	-1.9e+03	-1.0171	-4.1969	4.8111	3.9331	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	344.061
200.00	9	0	0.000	23	12	0	0.84978	0.066963	0.0480	0.203205	0.0287	15.41	-15.82	14.80	-0.342	-0.243	1.204	-0.162	3443.073	3.5725e-10	-25.76	-1.49	423.39	1.1e+03	-26.96	149.19	278.56	-1.9e+03	-0.8341	-4.0985	4.8221	4.1378	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	212.309
200.00	10	0	0.000	23	12	0	0.839462	0.091227	0.0507	0.130122	0.0651	16.90	-16.67	9.20	-0.347	-0.266	1.199	-0.148	3599.859	3.4157e-10	-28.00	-1.50	414.25	1.2e+03	-27.73	147.22	282.50	-1.9e+03	-0.7697	-4.1019	4.9728	3.9916	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	128.871
200.00	11	0	0.000	23	12	0	0.841771	0.105568	0.0244	0.094269	0.1275	16.88	3.28	-23.16	-0.411	-0.270	1.161	-0.113	3660.968	3.3629e-10	-28.13	-0.02	411.04	1.1e+03	-33.77	147.48	286.35	-1.9e+03	-0.5985	-3.6831	5.2065	3.9161	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	100.881
200.00	0	0	0.000	23	-12	0	0.847458	0.023174	0.0993	0.628891	0.0090	3.65	-18.99	7.81	-0.040	-0.151	0.287	-0.272	2116.114	5.8542e-10	-15.42	-48.47	37.17	2.5e+02	-0.12	-89.45	237.30	6e+02	0.9805	-2.4029	0.4796	1.4136	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1397.100
200.00	1	0	0.000	23	-12	0	0.847009	0.023216	0.0980	0.618207	0.0131	3.80	-16.86	-1.46	-0.036	-0.175	0.284	-0.311	2131.204	5.8114e-10	-17.85	-47.54	38.88	2.3e+02	0.49	-87.58	235.98	6.1e+02	1.2285	-2.6537	0.4003	1.4510	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1374.989
200.00	2	0	0.000	23	-12	0	0.846562	0.023817	0.0945	0.605237	0.0136	4.36	-15.04	-20.38	-0.057	-0.149	0.285	-0.384	2185.240	5.6661e-10	-15.41	-47.15	40.45	2.5e+02	-1.84	-84.00	243.97	5.6e+02	1.4722	-2.7824	0.0705	1.9087	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1299.255
200.00	3	0	0.000	23	-12	0	0.846121	0.024269	0.0911	0.570638	0.0126	4.74	-11.11	-3.98	-0.046	-0.128	0.284	-0.352	2280.729	5.4295e-10	-13.04	-45.49	35.57	2.3e+02	-0.78	-81.79	241.05	5.7e+02	1.2344	-2.6030	0.0767	1.8362	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1176.097
200.00	4	0	0.000	23	-12	0	0.845695	0.025236	0.0873	0.530497	0.0129	5.17	-9.53	-18.57	-0.062	-0.148	0.285	-0.343	2416.852	5.1233e-10	-14.86	-45.52	37.94	2.4e+02	-2.50	-79.10	252.88	5.5e+02	1.3212	-2.6037	0.2411	1.7709	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1016.629
200.00	5	0	0.000	23	-12	0	0.845284	0.026545	0.0830	0.476734	0.0122	5.05	-5.35	4.15	-0.077	-0.125	0.293	-0.329	2594.905	4.7726e-10	-12.83	-41.47	38.02	2.2e+02	-3.77	-79.96	249.06	5.6e+02	1.1901	-2.4332	0.2737	1.8709	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	833.601
200.00	6	0	0.000	23	-12	0	0.844906	0.028705	0.0780	0.411941	0.0120	5.07	-2.91	-5.10	-0.099	-0.124	0.297	-0.313	2812.474	4.4045e-10	-12.69	-38.65	42.57	2.2e+02	-6.15	-76.43	256.43	5.4e+02	1.1802	-2.3112	0.4039	1.8903	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	641.392
200.00	7	0	0.000	23	-12	0	0.850085	0.032818	0.0711	0.342484	0.0125	5.35	0.10	-9.89	-0.091	-0.116	0.305	-0.337	3058.861	4.0515e-10	-11.67	-40.13	38.67	2.5e+02	-5.39	-76.35	259.69	5.3e+02	1.1951	-2.4182	0.2808	2.0177	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	457.241
200.00	8	0	0.000	23	-12	0	0.849872	0.039820	0.0667	0.264377	0.0177	5.14	5.44	10.03	-0.094	-0.116	0.315	-0.328	3307.984	3.7459e-10	-11.92	-37.35	41.68	2.2e+02	-5.35	-82.13	258.73	5.7e+02	1.1436	-2.4078	0.3497	2.0170	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	297.404
200.00	9	0	0.000	23	-12	0	0.849914	0.053992	0.0591	0.185183	0.0328	5.20	7.23	11.20	-0.084	-0.113	0.329	-0.324	3526.624	3.5132e-10	-11.36	-35.92	43.30	2.3e+02	-4.33	-80.01	255.38	5.5e+02	1.0402	-2.4462	0.3678	2.0261	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	175.381
200.00	10	0	0.000	23	-12	0	0.850722	0.084861	0.0427	0.112065	0.0799	5.38	0.97	7.74	-0.035	-0.128	0.345	-0.298	3673.183	3.3732e-10	-13.02	-35.63	40.92	2.4e+02	0.42	-78.69	252.55	5.3e+02	0.8146	-2.5976	0.4338	1.7616	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	101.521
200.00	11	0	0.000	23	-12	0	0.842555	0.109865	0.0227	0.083693	0.1525	5.35	1.86	6.26	-0.011	-0.119	0.294	-0.292	3711.679	3.3380e-10	-12.14	-36.78	40.46	2.3e+02	2.90	-80.79	235.63	5.5e+02	0.8256	-2.4586	0.2027	1.5589	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	82.685
200.00	0	0	0.000	23	-5	1	0.847389	0.006973	0.1364	0.694444	0.0080	2.59	3.50	5.48	-0.235	-0.152	0.077	-0.044	1927.183	6.4293e-10	-15.68	-26.35	-83.75	2.8e+02	-20.90	-37.25	453.09	5.8e+02	1.2634	-0.3253	1.3559	0.4726	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1701.834
200.00	1	0	0.000	23	-5	1	0.846857	0.008714	0.1092	0.689770	0.0124	2.70	1.70	0.87	-0.238	-0.143	0.074	-0.060	1929.102	6.4227e-10	-14.74	-27.58	-81.16	2.9e+02	-21.14	-35.88	449.86	5.8e+02	1.3054	-0.3304	1.2524	0.5730	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1698.539
200.00	2	0	0.000	23	-5	1	0.846321	0.010338	0.0925	0.677187	0.0120	3.08	1.26	4.86	-0.236	-0.156	0.075	-0.044	1972.389	6.2817e-10	-16.14	-25.71	-78.80	2.7e+02	-21.08	-33.65	445.01	5.7e+02	1.2827	-0.3271	1.3699	0.4514	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1625.039
200.00	3	0	0.000	23	-5	1	0.845788	0.011719	0.0820	0.646804	0.0125	3.77	0.52	-9.12	-0.250	-0.117	0.075	-0.100	2058.723	6.0175e-10	-12.21	-28.21	-84.99	3e+02	-22.42	-30.67	458.98	5.5e+02	1.3909	-0.3523	1.0326	0.8755	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1487.518
200.00	4	0	0.000	23	-5	1	0.845249	0.012901	0.0746	0.604547	0.0119	4.24	0.05	-0.68	-0.255	-0.120	0.076	-0.139	2191.027	5.6534e-10	-12.43	-26.33	-79.96	2.8e+02	-23.03	-27.71	453.22	5.1e+02	1.5726	-0.5092	0.9079	1.0365	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1297.751
200.00	5	0	0.000	23	-5	1	0.844711	0.013858	0.0697	0.549403	0.0125	4.34	-0.69	-8.71	-0.263	-0.104	0.081	-0.129	2373.627	5.2193e-10	-10.90	-26.66	-79.42	3e+02	-23.86	-32.13	452.39	5.9e+02	1.4764	-0.3903	0.9188	1.0985	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	1071.049
200.00	6	0	0.000	23	-5	1	0.849658	0.014520	0.0661	0.479575	0.0111	3.93	-1.98	1.34	-0.258	-0.092	0.076	-0.121	2610.827	4.7479e-10	-9.62	-25.84	-85.86	2.7e+02	-23.37	-26.40	457.15	5.3e+02	1.3950	-0.3124	0.8767	1.0855	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	824.710
200.00	7	0	0.000	23	-5	1	0.849098	0.015072	0.0636	0.403157	0.0119	3.80	-2.23	-2.57	-0.260	-0.082	0.080	-0.109	2895.991	4.2816e-10	-8.56	-26.36	-86.38	2.9e+02	-23.43	-28.27	458.49	5.6e+02	1.2997	-0.2294	0.8994	1.0996	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	580.856
200.00	8	0	0.000	23	-5	1	0.848516	0.015216	0.0625	0.313441	0.0136	3.46	-2.11	3.38	-0.254	-0.063	0.078	-0.121	3210.559	3.8619e-10	-6.59	-24.57	-93.65	2.7e+02	-22.90	-26.39	462.52	5.2e+02	1.2642	-0.2143	0.7478	1.1989	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	361.245
200.00	9	0	0.000	23	-5	1	0.847875	0.015485	0.0615	0.220951	0.0201	3.15	-1.79	7.42	-0.245	-0.063	0.077	-0.141	3517.726	3.5237e-10	-6.77	-26.77	-91.79	3e+02	-22.20	-27.69	461.58	5.2e+02	1.3146	-0.3131	0.6405	1.2450	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	183.830
200.00	10	0	0.000	23	-5	1	0.847026	0.016157	0.0629	0.122991	0.0452	2.10	-0.97	12.93	-0.236	-0.059	0.071	-0.126	3759.213	3.2970e-10	-6.28	-26.20	-84.22	2.8e+02	-21.14	-36.44	464.34	5.6e+02	1.2318	-0.2516	0.6402	1.1613	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	64.277
200.00	11	0	0.000	23	-5	1	0.84391	0.019744	0.0488	0.032541	0.3505	1.67	-2.02	28.94	-0.208	-0.023	0.068	-0.126	3869.454	3.2033e-10	-2.62	-23.64	-95.02	2.7e+02	-18.27	-40.82	462.20	5.5e+02	1.0115	-0.1768	0.4040	1.2156	1991d-TPF-UFCM_20200508-int0.txt	1991d-TPF-UFCM_20200508-fld0.txt	13.968
